YearsExperience,Education,JobRole,Location,SkillsScore(1-5),CompanySize,Salary(LPA)
3,Bachelors,ML Engineer,Mumbai,1,Mid,23.3
7,Masters,BI Analyst,Bangalore,5,Enterprise,45.84
19,Masters,Data Scientist,Pune,1,Startup,60.71
20,Masters,Data Analyst,Delhi,5,Startup,78.94
18,Bachelors,Data Scientist,Bangalore,3,Startup,62.42
12,Bachelors,Data Scientist,Mumbai,2,Enterprise,42.76
13,Masters,ML Engineer,Pune,4,Enterprise,62.35
9,Masters,Data Analyst,Pune,5,Mid,56.89
10,Masters,Data Analyst,Pune,1,Enterprise,31.96
1,Bachelors,ML Engineer,Bangalore,5,Mid,32.61
8,PhD,Data Scientist,Bangalore,5,Mid,48.43
16,Bachelors,ML Engineer,Bangalore,1,Startup,53.2
2,Bachelors,BI Analyst,Bangalore,1,Enterprise,10.71
5,Masters,Data Analyst,Delhi,2,Startup,22.8
4,Masters,BI Analyst,Hyderabad,4,Startup,33.41
4,Bachelors,ML Engineer,Delhi,2,Enterprise,32.08
14,Bachelors,Data Analyst,Pune,2,Enterprise,44.54
16,Masters,BI Analyst,Delhi,1,Mid,48.12
8,Bachelors,BI Analyst,Mumbai,1,Mid,31.07
2,Bachelors,Data Scientist,Bangalore,4,Mid,28.78
19,Bachelors,Data Analyst,Mumbai,5,Mid,67.48
16,Masters,BI Analyst,Mumbai,2,Startup,55.47
9,Bachelors,BI Analyst,Pune,4,Startup,45.97
2,PhD,Data Scientist,Bangalore,2,Enterprise,25.2
17,Masters,BI Analyst,Mumbai,5,Mid,69.69
17,PhD,BI Analyst,Pune,2,Mid,54.87
16,PhD,BI Analyst,Bangalore,3,Mid,58.29
2,Bachelors,Data Scientist,Hyderabad,4,Startup,27.8
2,Bachelors,BI Analyst,Pune,1,Enterprise,12.53
5,Bachelors,BI Analyst,Delhi,2,Startup,22.14
12,Bachelors,Data Analyst,Bangalore,4,Enterprise,48.69
14,Masters,Data Analyst,Mumbai,4,Enterprise,57.23
8,Bachelors,Data Scientist,Mumbai,2,Startup,31.21
3,Bachelors,ML Engineer,Delhi,1,Startup,19.89
13,Bachelors,Data Analyst,Delhi,1,Enterprise,42.17
4,PhD,Data Scientist,Mumbai,2,Startup,28.81
1,Bachelors,BI Analyst,Bangalore,4,Startup,20.7
10,Bachelors,BI Analyst,Pune,1,Enterprise,37.76
8,Bachelors,Data Scientist,Delhi,2,Enterprise,34.88
2,PhD,BI Analyst,Delhi,2,Mid,20.48
8,Masters,BI Analyst,Delhi,2,Startup,36.13
2,Bachelors,ML Engineer,Hyderabad,4,Enterprise,32.57
1,Bachelors,BI Analyst,Bangalore,1,Startup,8.19
11,Bachelors,Data Analyst,Bangalore,4,Startup,47.25
9,Bachelors,BI Analyst,Bangalore,3,Enterprise,37.23
8,PhD,Data Scientist,Bangalore,1,Mid,38.67
14,Masters,ML Engineer,Bangalore,4,Enterprise,65.64
7,Bachelors,BI Analyst,Mumbai,1,Enterprise,17.87
4,PhD,Data Scientist,Delhi,3,Startup,40.81
10,Bachelors,Data Analyst,Mumbai,5,Mid,48.64
1,Masters,BI Analyst,Hyderabad,2,Enterprise,22.57
14,PhD,ML Engineer,Pune,4,Startup,68.75
5,Bachelors,BI Analyst,Delhi,3,Enterprise,29.24
7,Masters,Data Scientist,Hyderabad,3,Startup,39.02
4,Bachelors,ML Engineer,Mumbai,1,Enterprise,31.38
15,Bachelors,BI Analyst,Pune,1,Mid,42.69
17,Bachelors,Data Analyst,Hyderabad,2,Enterprise,50.79
5,Bachelors,ML Engineer,Pune,1,Startup,23.76
4,Masters,Data Analyst,Hyderabad,4,Enterprise,33.6
15,PhD,Data Scientist,Mumbai,4,Mid,66
12,Masters,BI Analyst,Pune,4,Mid,55.81
4,PhD,Data Analyst,Hyderabad,5,Mid,43.37
12,Masters,Data Scientist,Mumbai,4,Mid,58.08
16,Bachelors,BI Analyst,Delhi,1,Startup,45.22
17,Bachelors,Data Scientist,Mumbai,1,Enterprise,53.33
7,Bachelors,Data Analyst,Mumbai,4,Mid,40.14
12,Masters,Data Scientist,Delhi,3,Enterprise,51.06
18,PhD,ML Engineer,Mumbai,3,Startup,72.54
2,Bachelors,BI Analyst,Delhi,3,Enterprise,23.64
7,Masters,Data Scientist,Delhi,2,Enterprise,35.43
1,Masters,Data Analyst,Delhi,5,Mid,31.82
7,Masters,BI Analyst,Hyderabad,4,Mid,45.02
12,Bachelors,ML Engineer,Pune,2,Startup,47.46
12,Bachelors,BI Analyst,Hyderabad,3,Enterprise,43.48
0,Bachelors,ML Engineer,Delhi,4,Startup,22.96
5,Bachelors,BI Analyst,Pune,2,Startup,24.34
18,Bachelors,Data Scientist,Pune,1,Startup,52.71
15,Masters,Data Scientist,Delhi,3,Mid,60.92
7,Bachelors,Data Analyst,Pune,2,Mid,33.53
0,PhD,ML Engineer,Pune,1,Enterprise,16.41
15,Masters,Data Analyst,Hyderabad,3,Enterprise,52.84
8,Masters,Data Scientist,Pune,5,Enterprise,50.63
12,Bachelors,ML Engineer,Delhi,3,Mid,48.9
10,Masters,Data Analyst,Bangalore,5,Mid,51.83
12,PhD,Data Analyst,Bangalore,5,Startup,58.69
20,Bachelors,Data Analyst,Bangalore,5,Mid,70.48
9,Bachelors,Data Analyst,Delhi,4,Startup,45.08
3,Masters,Data Analyst,Bangalore,4,Startup,31.43
5,Bachelors,ML Engineer,Hyderabad,5,Mid,48.99
6,Bachelors,Data Analyst,Delhi,1,Startup,22.98
4,Bachelors,ML Engineer,Delhi,5,Startup,44.97
10,Bachelors,Data Analyst,Delhi,2,Enterprise,33.81
12,Masters,Data Scientist,Pune,5,Startup,58.08
18,Bachelors,Data Scientist,Pune,4,Mid,73.86
9,PhD,Data Analyst,Pune,4,Mid,46.77
9,Masters,BI Analyst,Mumbai,2,Startup,33.75
10,Masters,Data Scientist,Hyderabad,2,Enterprise,38.49
20,Masters,ML Engineer,Delhi,3,Mid,79.25
6,PhD,Data Analyst,Delhi,1,Mid,27.08
17,Bachelors,ML Engineer,Pune,1,Enterprise,55.51
3,PhD,BI Analyst,Delhi,1,Startup,21.15
1,Masters,Data Analyst,Delhi,4,Mid,24.23
13,Masters,Data Scientist,Bangalore,1,Startup,43.81
12,Masters,ML Engineer,Delhi,3,Startup,56.84
11,Bachelors,Data Scientist,Mumbai,3,Startup,42.22
6,Bachelors,Data Scientist,Pune,1,Startup,26.92
1,Masters,Data Analyst,Hyderabad,2,Mid,21.7
12,Bachelors,ML Engineer,Hyderabad,3,Enterprise,52.18
13,Masters,BI Analyst,Bangalore,2,Mid,50.2
16,Bachelors,Data Scientist,Hyderabad,4,Enterprise,58.29
8,Bachelors,Data Analyst,Hyderabad,3,Startup,30.21
16,Bachelors,Data Analyst,Pune,2,Enterprise,51.13
7,Bachelors,BI Analyst,Pune,1,Startup,22.54
1,Masters,Data Analyst,Mumbai,4,Mid,29.04
12,Bachelors,Data Scientist,Bangalore,5,Mid,56.37
2,PhD,Data Analyst,Hyderabad,5,Enterprise,36.74
15,Masters,ML Engineer,Mumbai,1,Startup,52.74
5,Bachelors,ML Engineer,Bangalore,4,Startup,39.34
18,Masters,Data Scientist,Hyderabad,4,Enterprise,68.57
6,PhD,ML Engineer,Hyderabad,4,Startup,43.31
9,Masters,BI Analyst,Pune,4,Startup,44.94
8,Bachelors,Data Analyst,Delhi,5,Startup,49.05
1,PhD,Data Scientist,Bangalore,2,Mid,21.57
14,Masters,BI Analyst,Hyderabad,4,Mid,55.76
4,Bachelors,Data Analyst,Bangalore,2,Mid,22.07
3,Bachelors,BI Analyst,Mumbai,4,Startup,24.67
19,Masters,Data Scientist,Mumbai,3,Mid,71.11
3,Bachelors,Data Scientist,Delhi,3,Startup,23.45
17,Masters,BI Analyst,Hyderabad,3,Startup,59.43
3,Bachelors,Data Analyst,Pune,4,Enterprise,35.82
16,PhD,ML Engineer,Hyderabad,2,Startup,58.97
11,Masters,ML Engineer,Bangalore,5,Mid,65.32
16,Bachelors,BI Analyst,Mumbai,1,Mid,46.26
9,Bachelors,Data Scientist,Bangalore,5,Startup,50.89
0,Masters,Data Analyst,Delhi,4,Mid,21.57
17,Masters,Data Analyst,Mumbai,3,Startup,62.7
17,Masters,Data Scientist,Pune,3,Enterprise,62.2
13,Bachelors,ML Engineer,Mumbai,2,Startup,45.76
14,Bachelors,Data Analyst,Hyderabad,4,Startup,58.97
11,Bachelors,BI Analyst,Hyderabad,5,Enterprise,50.74
3,Masters,ML Engineer,Mumbai,4,Mid,31.62
2,Bachelors,BI Analyst,Delhi,4,Enterprise,24.99
19,Bachelors,ML Engineer,Hyderabad,3,Enterprise,70.52
11,Masters,Data Scientist,Hyderabad,5,Startup,59.85
6,PhD,BI Analyst,Pune,1,Startup,25.98
10,Bachelors,BI Analyst,Mumbai,3,Enterprise,37.57
0,Bachelors,Data Scientist,Hyderabad,5,Mid,24.4
5,Masters,BI Analyst,Delhi,2,Enterprise,26.93
14,Masters,ML Engineer,Bangalore,3,Mid,59.55
14,Bachelors,Data Analyst,Mumbai,2,Enterprise,47.73
18,PhD,Data Analyst,Pune,3,Enterprise,65.25
10,Masters,Data Scientist,Hyderabad,4,Mid,50.46
1,Bachelors,ML Engineer,Delhi,5,Enterprise,33.06
13,Bachelors,BI Analyst,Mumbai,2,Startup,43.66
1,Masters,BI Analyst,Delhi,3,Enterprise,21.5
3,Masters,Data Analyst,Delhi,2,Startup,25.02
16,Bachelors,BI Analyst,Pune,3,Mid,55.83
2,Masters,Data Analyst,Mumbai,3,Mid,24.62
12,Masters,Data Scientist,Hyderabad,1,Startup,42.17
8,Bachelors,BI Analyst,Pune,1,Enterprise,23.87
6,Masters,ML Engineer,Hyderabad,1,Startup,30.9
14,PhD,BI Analyst,Bangalore,2,Startup,49.66
10,Bachelors,Data Analyst,Delhi,4,Mid,46.04
19,Bachelors,Data Scientist,Bangalore,3,Startup,64.47
1,Bachelors,Data Analyst,Delhi,5,Enterprise,32.89
14,PhD,BI Analyst,Pune,1,Startup,43.31
13,PhD,Data Analyst,Hyderabad,2,Mid,39.9
19,Bachelors,Data Analyst,Hyderabad,2,Enterprise,58.4
10,Masters,Data Scientist,Pune,2,Mid,40.07
2,Masters,ML Engineer,Mumbai,5,Startup,39.78
16,Masters,BI Analyst,Bangalore,5,Startup,63.19
11,Bachelors,Data Scientist,Bangalore,1,Mid,42.63
20,Bachelors,ML Engineer,Hyderabad,5,Mid,78.34
14,Bachelors,Data Analyst,Hyderabad,1,Enterprise,38.98
15,Masters,ML Engineer,Hyderabad,5,Mid,76.17
4,Bachelors,Data Analyst,Pune,5,Mid,37.62
19,PhD,Data Analyst,Mumbai,5,Startup,81.27
5,Bachelors,Data Scientist,Bangalore,1,Startup,21.98
18,Bachelors,Data Analyst,Delhi,3,Mid,59.84
4,Masters,Data Scientist,Pune,1,Mid,21.31
2,Masters,ML Engineer,Bangalore,3,Startup,28.16
0,Bachelors,ML Engineer,Mumbai,2,Enterprise,19.19
5,Bachelors,Data Analyst,Pune,2,Enterprise,22.89
14,PhD,Data Scientist,Bangalore,1,Enterprise,56.76
1,Bachelors,Data Analyst,Pune,3,Enterprise,21.43
2,Bachelors,Data Scientist,Bangalore,3,Startup,29.95
16,Masters,Data Scientist,Bangalore,3,Mid,54.21
11,Bachelors,Data Scientist,Mumbai,2,Enterprise,47.09
17,Bachelors,ML Engineer,Delhi,1,Startup,47.15
14,Bachelors,Data Scientist,Mumbai,4,Mid,53.82
11,Bachelors,ML Engineer,Bangalore,3,Enterprise,43.64
15,Bachelors,Data Scientist,Pune,3,Mid,56.23
7,Bachelors,ML Engineer,Mumbai,4,Enterprise,43.75
13,Bachelors,BI Analyst,Delhi,1,Mid,41.08
16,Bachelors,ML Engineer,Bangalore,3,Enterprise,60.63
20,Masters,ML Engineer,Mumbai,1,Enterprise,68.18
7,Bachelors,Data Analyst,Mumbai,3,Mid,30.5
14,Bachelors,Data Scientist,Mumbai,5,Mid,65.84
13,PhD,BI Analyst,Mumbai,3,Mid,53.61
17,Masters,Data Analyst,Pune,5,Startup,76.37
19,Bachelors,Data Scientist,Delhi,1,Startup,58.72
6,PhD,BI Analyst,Delhi,3,Mid,35.99
2,Bachelors,BI Analyst,Bangalore,2,Startup,16.7
11,Bachelors,BI Analyst,Hyderabad,2,Enterprise,35.37
20,Masters,Data Scientist,Pune,4,Mid,76.08
2,Masters,BI Analyst,Bangalore,2,Startup,18.89
19,Bachelors,BI Analyst,Bangalore,5,Mid,73.27
13,Bachelors,Data Analyst,Mumbai,2,Enterprise,39.19
14,Masters,ML Engineer,Hyderabad,2,Enterprise,53.61
13,Bachelors,Data Scientist,Hyderabad,2,Startup,42.72
6,PhD,ML Engineer,Pune,3,Enterprise,39.61
16,Bachelors,Data Analyst,Hyderabad,4,Mid,61.22
11,PhD,ML Engineer,Bangalore,1,Startup,49.27
19,Masters,BI Analyst,Hyderabad,4,Mid,62.6
3,Masters,BI Analyst,Hyderabad,5,Mid,41.29
8,Masters,Data Scientist,Delhi,3,Mid,45.91
5,Masters,Data Scientist,Bangalore,3,Enterprise,30.46
15,Bachelors,Data Scientist,Hyderabad,2,Mid,53.48
20,Bachelors,Data Analyst,Hyderabad,2,Enterprise,58.62
20,Bachelors,Data Scientist,Mumbai,5,Mid,76.21
1,PhD,Data Analyst,Hyderabad,3,Enterprise,26.71
7,Masters,BI Analyst,Hyderabad,1,Enterprise,28.74
10,Bachelors,ML Engineer,Delhi,4,Enterprise,49.28
12,Bachelors,BI Analyst,Bangalore,3,Mid,43.57
16,Bachelors,BI Analyst,Pune,1,Mid,44.35
7,Masters,BI Analyst,Bangalore,1,Enterprise,30.73
20,Bachelors,Data Scientist,Mumbai,4,Mid,66.41
17,Masters,Data Scientist,Bangalore,1,Enterprise,53.81
17,PhD,Data Scientist,Hyderabad,5,Mid,80.02
13,Bachelors,ML Engineer,Mumbai,1,Enterprise,46.81
14,Bachelors,Data Scientist,Bangalore,5,Enterprise,65.25
5,Bachelors,Data Analyst,Mumbai,1,Startup,19.06
10,Bachelors,BI Analyst,Pune,2,Mid,32.51
12,Bachelors,ML Engineer,Bangalore,1,Mid,42.47
0,Bachelors,ML Engineer,Hyderabad,5,Startup,29.43
5,PhD,ML Engineer,Mumbai,1,Enterprise,38.19
8,Bachelors,ML Engineer,Delhi,1,Enterprise,32.23
7,Bachelors,ML Engineer,Mumbai,1,Startup,32.21
10,PhD,Data Analyst,Delhi,5,Startup,60.61
18,Masters,BI Analyst,Hyderabad,1,Enterprise,50.41
8,Bachelors,ML Engineer,Pune,4,Mid,39.36
16,Masters,BI Analyst,Delhi,4,Startup,63.87
11,Bachelors,Data Scientist,Pune,5,Startup,56.93
13,Masters,ML Engineer,Mumbai,2,Startup,50.96
14,Masters,ML Engineer,Hyderabad,4,Startup,60.13
15,Masters,BI Analyst,Delhi,3,Startup,56.43
19,Bachelors,ML Engineer,Mumbai,4,Startup,72.53
0,Masters,ML Engineer,Bangalore,3,Enterprise,26.47
9,Bachelors,ML Engineer,Mumbai,5,Enterprise,49.7
7,Bachelors,Data Analyst,Pune,2,Startup,29.77
17,Bachelors,Data Analyst,Hyderabad,3,Enterprise,59.76
0,Bachelors,ML Engineer,Hyderabad,3,Mid,17.98
1,Bachelors,Data Analyst,Mumbai,4,Mid,27.78
0,Masters,Data Scientist,Bangalore,3,Startup,23.26
0,PhD,ML Engineer,Pune,5,Mid,40.05
8,Bachelors,Data Scientist,Mumbai,5,Mid,43.86
12,Bachelors,BI Analyst,Mumbai,5,Enterprise,56.35
0,Bachelors,Data Scientist,Hyderabad,4,Enterprise,19.07
12,Bachelors,BI Analyst,Pune,2,Enterprise,37.96
19,Bachelors,ML Engineer,Bangalore,4,Enterprise,73.39
6,PhD,BI Analyst,Hyderabad,5,Mid,45.07
1,Bachelors,BI Analyst,Mumbai,4,Startup,23.48
5,Bachelors,Data Scientist,Hyderabad,5,Enterprise,46.28
6,Bachelors,Data Scientist,Hyderabad,1,Mid,24.94
13,PhD,Data Scientist,Delhi,1,Enterprise,49.83
17,Masters,ML Engineer,Hyderabad,3,Mid,66.1
14,PhD,ML Engineer,Hyderabad,2,Enterprise,57.31
1,Masters,Data Scientist,Pune,1,Startup,12.97
9,Bachelors,ML Engineer,Hyderabad,5,Enterprise,54.2
11,Bachelors,ML Engineer,Bangalore,4,Startup,61.01
16,Masters,BI Analyst,Mumbai,4,Enterprise,62.66
7,Bachelors,BI Analyst,Pune,3,Enterprise,32.5
10,Masters,Data Scientist,Hyderabad,4,Enterprise,54.42
2,Bachelors,ML Engineer,Bangalore,1,Mid,21.37
5,Bachelors,BI Analyst,Mumbai,4,Mid,34.32
8,Masters,Data Analyst,Pune,1,Startup,28.77
5,Masters,ML Engineer,Bangalore,1,Startup,31.93
8,Masters,Data Analyst,Hyderabad,2,Mid,34.56
6,Bachelors,Data Scientist,Delhi,3,Startup,36.64
8,Masters,ML Engineer,Delhi,5,Startup,51.24
17,Bachelors,Data Scientist,Pune,1,Mid,49.54
11,Bachelors,Data Scientist,Bangalore,3,Mid,46.19
7,Bachelors,Data Scientist,Mumbai,5,Mid,41.59
7,Bachelors,Data Scientist,Bangalore,4,Mid,39.69
17,Bachelors,Data Scientist,Delhi,3,Enterprise,56.46
19,Bachelors,ML Engineer,Pune,3,Mid,63.47
14,Bachelors,Data Analyst,Hyderabad,3,Startup,57.41
6,Bachelors,ML Engineer,Bangalore,4,Enterprise,39.57
10,Bachelors,ML Engineer,Delhi,4,Enterprise,49.44
19,Bachelors,ML Engineer,Mumbai,3,Startup,68.34
15,Bachelors,BI Analyst,Pune,2,Enterprise,44.81
3,Masters,BI Analyst,Hyderabad,1,Startup,16.19
5,Bachelors,ML Engineer,Bangalore,4,Enterprise,44.5
2,Bachelors,Data Analyst,Mumbai,2,Enterprise,17.87
8,Bachelors,ML Engineer,Hyderabad,4,Startup,49.16
9,Masters,Data Scientist,Delhi,3,Startup,48.82
13,PhD,BI Analyst,Delhi,2,Startup,49.83
10,Masters,BI Analyst,Mumbai,5,Startup,51.84
17,Masters,ML Engineer,Delhi,1,Mid,53
11,Bachelors,ML Engineer,Pune,1,Mid,38.75
11,Masters,Data Analyst,Mumbai,4,Startup,49.91
12,Masters,Data Analyst,Delhi,1,Mid,36.88
12,Bachelors,Data Scientist,Bangalore,5,Startup,61.94
18,Bachelors,ML Engineer,Delhi,2,Startup,64.51
18,Bachelors,ML Engineer,Pune,2,Enterprise,64.16
13,PhD,ML Engineer,Hyderabad,3,Startup,59.35
3,Masters,BI Analyst,Hyderabad,2,Startup,19.1
12,Masters,Data Scientist,Delhi,4,Startup,59.78
7,Bachelors,Data Analyst,Hyderabad,5,Startup,43.31
20,Bachelors,BI Analyst,Delhi,3,Enterprise,66.82
18,Bachelors,BI Analyst,Pune,4,Startup,66.06
11,Bachelors,BI Analyst,Hyderabad,4,Enterprise,48.33
17,Masters,BI Analyst,Bangalore,4,Startup,70.8
5,Masters,Data Scientist,Delhi,1,Enterprise,23.53
17,Bachelors,ML Engineer,Hyderabad,4,Mid,66.87
18,Masters,Data Analyst,Pune,1,Enterprise,58.62
4,Bachelors,Data Analyst,Pune,2,Enterprise,21.85
8,PhD,BI Analyst,Bangalore,1,Startup,32.32
2,Bachelors,BI Analyst,Pune,4,Enterprise,25.04
9,Bachelors,Data Scientist,Pune,5,Enterprise,52.14
18,Bachelors,BI Analyst,Hyderabad,5,Startup,68.01
2,Bachelors,Data Analyst,Delhi,2,Mid,15.78
14,Bachelors,Data Analyst,Mumbai,4,Mid,56.59
0,Masters,ML Engineer,Pune,1,Mid,16.78
6,PhD,ML Engineer,Pune,5,Enterprise,48.87
11,Masters,Data Analyst,Mumbai,3,Startup,46
16,Bachelors,Data Analyst,Pune,4,Mid,63.58
20,Masters,Data Scientist,Hyderabad,4,Mid,77.3
19,Bachelors,Data Scientist,Hyderabad,3,Mid,69.65
4,Bachelors,Data Analyst,Mumbai,5,Mid,32.91
3,Masters,BI Analyst,Pune,3,Startup,29.91
11,Masters,ML Engineer,Pune,2,Mid,45.45
19,Bachelors,Data Analyst,Delhi,1,Enterprise,49.4
17,Bachelors,BI Analyst,Pune,1,Enterprise,45.89
16,PhD,Data Analyst,Hyderabad,5,Startup,70.29
18,Bachelors,ML Engineer,Bangalore,3,Mid,68.78
8,Bachelors,ML Engineer,Bangalore,4,Mid,47.13
3,Masters,Data Scientist,Bangalore,4,Enterprise,33.74
20,Bachelors,Data Scientist,Bangalore,4,Startup,68.9
1,Bachelors,Data Scientist,Pune,2,Enterprise,19.52
3,Bachelors,Data Scientist,Pune,2,Startup,25.09
1,Masters,ML Engineer,Delhi,4,Startup,33.29
14,Masters,BI Analyst,Pune,5,Startup,58.94
1,Masters,BI Analyst,Bangalore,2,Enterprise,19.83
3,PhD,BI Analyst,Mumbai,2,Startup,28.88
5,Masters,Data Analyst,Mumbai,1,Enterprise,27.1
6,Bachelors,Data Scientist,Hyderabad,1,Enterprise,23.59
9,Bachelors,Data Scientist,Hyderabad,5,Mid,51.41
18,Masters,ML Engineer,Pune,2,Enterprise,62.6
18,Masters,ML Engineer,Mumbai,2,Enterprise,61.43
11,Masters,Data Analyst,Bangalore,3,Mid,50.65
2,Masters,Data Analyst,Bangalore,5,Mid,34.99
12,Bachelors,BI Analyst,Bangalore,5,Mid,58.18
17,Bachelors,ML Engineer,Pune,3,Startup,59.63
7,Bachelors,Data Scientist,Pune,3,Startup,37.17
20,Bachelors,BI Analyst,Delhi,1,Mid,57.02
14,Bachelors,Data Scientist,Bangalore,5,Startup,59.6
0,Masters,BI Analyst,Bangalore,5,Mid,32.96
2,Masters,Data Scientist,Pune,3,Startup,26.56
7,Bachelors,Data Analyst,Pune,4,Enterprise,39.16
3,Bachelors,BI Analyst,Delhi,4,Startup,26.55
15,Bachelors,Data Scientist,Delhi,1,Startup,42.92
9,Bachelors,Data Scientist,Hyderabad,4,Enterprise,48.34
11,Masters,ML Engineer,Mumbai,4,Mid,57.54
13,Masters,BI Analyst,Bangalore,4,Startup,55.91
13,Masters,Data Scientist,Bangalore,2,Startup,48.37
1,Masters,ML Engineer,Delhi,1,Enterprise,19.96
4,Masters,Data Scientist,Delhi,3,Enterprise,35.9
4,Bachelors,BI Analyst,Hyderabad,4,Enterprise,28.55
5,Bachelors,Data Analyst,Mumbai,2,Enterprise,25.68
12,Bachelors,BI Analyst,Hyderabad,4,Mid,50.41
8,PhD,BI Analyst,Mumbai,2,Startup,36.65
14,Bachelors,Data Scientist,Bangalore,1,Startup,39.16
13,Bachelors,Data Scientist,Hyderabad,4,Startup,55.16
6,PhD,BI Analyst,Delhi,2,Startup,34.42
19,PhD,ML Engineer,Hyderabad,5,Mid,84.07
1,Masters,ML Engineer,Hyderabad,5,Startup,32.58
6,Bachelors,ML Engineer,Bangalore,2,Mid,36.14
5,Bachelors,Data Scientist,Delhi,4,Mid,40.94
16,Bachelors,Data Scientist,Delhi,4,Enterprise,62.07
1,Bachelors,BI Analyst,Pune,1,Enterprise,16.83
2,Bachelors,Data Analyst,Pune,1,Startup,9.81
4,Bachelors,Data Scientist,Pune,3,Mid,25.28
4,PhD,BI Analyst,Bangalore,1,Enterprise,20.06
0,Bachelors,BI Analyst,Hyderabad,4,Mid,21.74
7,Masters,Data Analyst,Delhi,3,Enterprise,30.96
11,Masters,ML Engineer,Delhi,1,Mid,41.97
3,Bachelors,BI Analyst,Hyderabad,2,Startup,28
12,Masters,BI Analyst,Delhi,5,Startup,52.79
14,Bachelors,BI Analyst,Hyderabad,1,Mid,39.46
10,Bachelors,ML Engineer,Bangalore,1,Enterprise,34.39
9,Masters,ML Engineer,Bangalore,2,Enterprise,41.75
2,Bachelors,Data Analyst,Bangalore,4,Startup,24.76
13,PhD,Data Scientist,Hyderabad,2,Startup,50.19
15,Bachelors,ML Engineer,Hyderabad,1,Startup,49.03
9,Masters,Data Scientist,Mumbai,4,Enterprise,50.5
9,Bachelors,Data Scientist,Delhi,3,Enterprise,45.26
11,Bachelors,ML Engineer,Delhi,1,Startup,39.05
8,Bachelors,BI Analyst,Mumbai,2,Mid,31.22
0,Masters,Data Analyst,Mumbai,3,Enterprise,20.89
4,Masters,Data Scientist,Bangalore,5,Startup,37.39
19,Masters,BI Analyst,Mumbai,3,Mid,64.64
7,Bachelors,ML Engineer,Hyderabad,2,Enterprise,33.28
10,Masters,Data Scientist,Pune,3,Mid,49.36
11,Masters,Data Scientist,Hyderabad,2,Mid,49.66
0,Masters,Data Scientist,Mumbai,1,Enterprise,11.17
19,Bachelors,BI Analyst,Delhi,4,Startup,70.44
10,Masters,BI Analyst,Hyderabad,5,Mid,48.12
4,Masters,BI Analyst,Delhi,4,Startup,34.2
14,Bachelors,Data Scientist,Hyderabad,4,Enterprise,58.38
4,Masters,Data Scientist,Delhi,4,Mid,32.15
11,Masters,Data Analyst,Hyderabad,2,Mid,38.91
4,Bachelors,Data Analyst,Delhi,2,Mid,18.82
16,Bachelors,BI Analyst,Pune,5,Mid,59.97
16,Bachelors,BI Analyst,Bangalore,2,Mid,42.4
11,Masters,ML Engineer,Hyderabad,2,Enterprise,46.78
14,Masters,BI Analyst,Pune,2,Mid,48.34
14,Bachelors,Data Analyst,Bangalore,2,Enterprise,45.32
5,Masters,Data Analyst,Hyderabad,1,Startup,24.8
11,PhD,Data Analyst,Pune,5,Enterprise,52.09
19,Bachelors,Data Scientist,Pune,2,Mid,59.46
17,PhD,Data Scientist,Pune,5,Startup,82.98
13,PhD,BI Analyst,Mumbai,3,Enterprise,56.36
1,Masters,ML Engineer,Delhi,1,Enterprise,21.58
8,Masters,ML Engineer,Bangalore,2,Enterprise,37.15
4,PhD,ML Engineer,Delhi,1,Mid,28.51
19,Masters,Data Scientist,Delhi,1,Mid,52.2
0,Bachelors,Data Analyst,Delhi,3,Enterprise,18.26
2,Masters,Data Analyst,Pune,5,Enterprise,37.5
5,Masters,Data Scientist,Delhi,1,Startup,21.15
4,Masters,ML Engineer,Mumbai,4,Mid,36.12
20,Bachelors,ML Engineer,Hyderabad,3,Mid,70.4
4,Masters,BI Analyst,Pune,4,Startup,34.06
0,Bachelors,BI Analyst,Bangalore,3,Enterprise,14.87
16,PhD,ML Engineer,Hyderabad,4,Enterprise,68.95
18,Bachelors,Data Scientist,Hyderabad,4,Startup,64.79
13,Bachelors,ML Engineer,Hyderabad,1,Enterprise,44.55
11,Bachelors,BI Analyst,Delhi,1,Enterprise,35.66
9,Bachelors,ML Engineer,Delhi,3,Startup,43.95
19,Masters,Data Scientist,Pune,5,Startup,76.67
20,PhD,Data Analyst,Delhi,1,Startup,56.22
17,Masters,Data Scientist,Delhi,1,Enterprise,56.9
10,Bachelors,Data Scientist,Delhi,2,Startup,38.85
1,Bachelors,BI Analyst,Pune,1,Enterprise,8.59
17,Masters,Data Scientist,Pune,5,Mid,73.07
6,PhD,Data Scientist,Mumbai,2,Mid,32.87
14,Bachelors,BI Analyst,Mumbai,4,Startup,53.35
10,Bachelors,BI Analyst,Mumbai,4,Enterprise,45.32
17,Bachelors,Data Analyst,Mumbai,2,Enterprise,50.76
11,PhD,ML Engineer,Hyderabad,2,Enterprise,45.46
5,Masters,Data Scientist,Hyderabad,2,Startup,24.57
19,Bachelors,BI Analyst,Mumbai,3,Enterprise,63.44
12,Bachelors,Data Analyst,Mumbai,5,Enterprise,54.21
19,PhD,ML Engineer,Bangalore,5,Enterprise,82.9
15,Bachelors,BI Analyst,Hyderabad,4,Mid,53.51
17,Bachelors,ML Engineer,Bangalore,4,Enterprise,67.74
9,Masters,ML Engineer,Bangalore,4,Mid,50.4
7,Bachelors,Data Scientist,Delhi,1,Enterprise,25.5
17,Bachelors,Data Scientist,Pune,4,Enterprise,64.57
